TERM_REDUCED,SECTION,FREQ
security guide compliance requirement,Title,5
security guide,Title,4
compliance requirement,Title,1
atomic action,Title,2
technical security control security baseline,Title,4
technical security control,Title,1
technical security,Title,1
security baseline,Title,1
uniformly single effort qa documentation,Title,1
uniformly single effort,Title,2
single effort,Title,3
qa documentation,Title,4
qa,Title,1
policy guide,Title,2
policy,Title,4
security atomic action library use,Title,2
security atomic action library,Title,2
security atomic action,Title,1
single project,Title,2
regulated industry policy,Title,1
industry policy,Title,1
multiple security guide,Title,1
security management tool conjunction,Title,1
security management tool,Title,1
security management,Title,1
output content,Title,1
apple insight,Title,1
insight,Title,3
mdm emm security audit vendor,Title,2
mdm emm security audit,Title,1
emm security audit,Title,2
security audit,Title,2
audit,Title,2
overhead,Title,2
baseline author collaboration,Title,3
baseline author,Title,1
methodology single compliance effort,Title,1
single compliance effort,Title,1
single,Title,2
compliance effort,Title,2
annual guidance,Title,2
worldwide effort,Title,1
new operating system need,Title,4
new operating system,Title,1
os hardware annual adoption,Title,2
annual adoption,Title,1
standardization unification,Title,3
unification,Title,3
annual security guidance updating,Title,2
annual security guidance,Title,1
updating,Title,1
radically approach simplifie,Title,1
radically,Title,2
approach simplifie,Title,4
simplifie,Title,1
security policy programmatic approach,Title,2
security policy,Title,1
water mole fraction kpa,Title,2
water mole fraction,Title,2
water mole,Title,2
kpa,Title,9
standard condition,Title,2
air composition,Title,2
water isotopologue dilute gas diffusivity,Title,2
water isotopologue,Title,2
isotopologue,Title,9
dilute gas diffusivity,Title,2
dilute gas,Title,2
diffusivity,Title,6
geophysical research letters volume,Title,1
harvey hellmann paper,Title,1
classical trajectory calculation,Title,2
trajectory calculation,Title,2
art state intermolecular potential,Title,2
intermolecular potential,Title,4
substitution,Title,3
d deuterium,Title,6
hdo separate file h2o diffusivitie,Title,4
separate file h2o diffusivitie,Title,2
separate file,Title,2
h2o diffusivitie,Title,8
diffusivitie,Title,7
aim,Description,2
simulation technique,Description,2
system variety,Description,2
ongoing project,Description,2
excess entropy self diffusivity,Description,1
self diffusivity,Description,2
self,Description,2
phase coexistence property,Description,1
coexistence property,Description,2
coexistence,Description,4
pressure raw simulation output,Description,3
raw simulation output,Description,2
raw simulation,Description,1
constraint simulation parameter metadata,Description,1
constraint simulation parameter,Description,3
simulation parameter,Description,2
datum raw canonical potential energy,Description,1
raw canonical potential energy,Description,2
canonical potential energy,Description,1
potential energy,Description,2
tabular form,Description,1
reference energy calculation thermodynamic property,Description,1
reference energy calculation,Description,1
datum standard reference data,Description,4
standard reference data,Description,2
error estimate,Description,2
repeatability,Description,4
datum simulation molecular simulation software,Description,1
simulation molecular simulation software,Description,4
molecular simulation software,Description,1
molecular simulation,Description,1
scientific literature article entry,Title,1
article entry,Title,2
adsorption property,Title,1
adsorption,Title,2
adsorbent material,Title,13
adsorbent,Title,5
web catalog,Title,2
query result,Title,1
journal title author bibliographic information,Title,3
journal title author,Title,1
journal title,Title,2
temperature pressure experimental condition,Title,3
temperature pressure,Title,1
experimental condition,Title,4
search parameter article list,Title,4
search parameter article,Title,1
search parameter,Title,3
database search field adsorbent material,Title,1
database search field,Title,1
search field,Title,1
offline analysis,Title,2
web application visually online,Title,3
visually online,Title,3
adsorption isotherm,Title,1
emerging adsorbent material,Title,1
metadata adsorbent material web catalog,Title,2
metadata adsorbent material,Title,1
arbitrary scheme independent identification adsorbent,Title,1
arbitrary scheme,Title,1
identification adsorbent,Title,1
registry adsorbent material registry id,Title,1
registry adsorbent material,Title,2
registry id,Title,5
material registry outside database,Title,1
material registry,Title,1
outside database,Title,2
database content correction growth,Title,3
correction growth,Title,1
user registry entry feedback,Title,3
registry entry feedback,Title,1
registry entry,Title,2
registry content id collision,Title,1
registry content,Title,2
id collision,Title,3
registry id cryptographic hash,Title,2
cryptographic hash,Title,4
registry material merger,Title,3
registry material,Title,1
merger,Title,1
registry new material,Title,5
new material,Title,1
external specific material data resource,Title,2
specific material data resource,Title,1
data resource,Title,1
general comment,Title,2
user feedback menu item,Title,2
menu item,Title,1
menu,Title,1
current feedback option,Title,1
feedback option,Title,2
adsorbent material nist registry,Title,1
nist registry,Title,1
ray computed tomography x,Title,2
dimensional particle shape analysis paper,Title,4
paper result paper program datum,Title,2
paper program datum,Title,2
user result program datum result,Title,4
user result,Title,2
program datum result,Title,4
intelligibility datum mrt software,Description,2
intelligibility datum mrt,Description,1
intelligibility datum,Description,2
intelligibility,Description,1
mrt,Description,4
software simple graphical interface,Description,2
simple graphical interface,Description,3
user response,Description,3
different distortion mrt phrase,Description,3
different distortion,Description,1
mrt phrase,Description,2
phrase,Description,1
basic user demographic information,Description,3
user demographic information,Description,1
demographic information,Description,1
overhangpartx16 experiment,Description,2
overhangpartx16,Description,2
previous similar ammt dataset dataset,Description,1
previous similar ammt dataset,Description,1
similar ammt dataset,Description,2
experiment unique attribute,Description,4
unique attribute,Description,1
user notes file,Description,2
dataset similar,Description,2
data structure file type,Description,3
depth discussion,Description,1
discussion,Description,1
users datum description article,Description,1
datum description article,Description,5
datum description,Description,4
measurement experiment metadata previous dataset,Description,1
measurement experiment metadata,Description,1
previous dataset,Description,5
optical wavefront precision surface,Description,1
optical wavefront,Description,1
wavefront,Description,2
precision surface,Description,2
free form,Description,1
interferometric form error measurement,Description,1
interferometric form error,Description,1
interferometric form,Description,1
level hologram,Description,1
hologram,Description,3
creation,Description,2
octave language,Description,4
open source numerical toolbox,Description,1
numerical toolbox,Description,2
toolbox,Description,1
laser interferometer fabricated,Description,4
laser interferometer,Description,4
fabricated,Description,1
typical surface type measurement setup,Description,2
surface type measurement setup,Description,1
surface type,Description,2
measurement setup,Description,1
surface design shape test wavefront,Description,6
surface design shape,Description,5
design shape,Description,1
test wavefront,Description,1
laboratoire national de mtrologie,Title,3
national de mtrologie,Title,3
de mtrologie,Title,3
mtrologie,Title,3
lne et,Title,1
hot plate facility measurement performance,Title,1
hot plate facility,Title,1
hot plate,Title,11
measurement performance,Title,1
collaborative study,Title,1
thermal conductivity datum,Title,3
conductivity datum,Title,3
international comparison,Title,1
bulk density,Title,7
broad range,Title,2
polystyrene mineral fiber thermal material,Title,2
polystyrene mineral fiber,Title,2
polystyrene,Title,4
mineral fiber,Title,3
thermal material,Title,1
standardized test method,Title,2
accordance,Title,2
specimen different set comparison,Title,2
specimen different set,Title,2
different set,Title,1
mineral fiber material,Title,1
nist lne test datum majority,Title,6
nist lne test datum,Title,1
variability limit,Title,1
current measurement uncertainty good agreement,Title,1
current measurement uncertainty,Title,2
good agreement,Title,1
temperature thermal conductivity,Title,1
straight line model,Title,1
straight line,Title,1
regression coefficient,Title,2
laboratory material,Title,3
material type,Title,1
corresponding fit datum graphical analysis,Title,1
corresponding fit datum,Title,1
corresponding fit,Title,1
graphical analysis,Title,1
consistent behavior,Title,2
measurement variability source,Title,2
measurement variability,Title,1
hot plate test,Title,2
laboratoire national de mtrologie et,Title,2
extended temperature,Title,1
hot plate measurement,Title,3
bilateral study,Title,1
blind round robin format,Title,3
round robin format,Title,1
round robin,Title,1
robin,Title,2
non woven fibrous glass mat,Title,1
woven fibrous glass mat,Title,2
fibrous glass mat,Title,1
fibrous glass,Title,5
mat,Title,1
thermal conductivity measurement,Title,2
conductivity measurement,Title,1
interest temperature range,Title,3
square hot plate apparatus,Description,1
hot plate apparatus,Description,1
comprehensive valuable collection,Description,1
steady state condition,Description,1
state condition,Description,1
flat homogeneous specimen transmission property,Description,1
flat homogeneous specimen,Description,1
homogeneous specimen,Description,2
transmission property,Description,1
popular accurate method,Description,1
hot plate test method,Description,2
iso astm organization method,Description,2
iso astm organization,Description,1
iso astm,Description,1
rubber thermal insulation plastic fiberboard,Description,1
rubber thermal insulation plastic,Description,1
rubber thermal insulation,Description,1
rubber,Description,1
thermal insulation,Description,4
insulation,Description,4
plastic,Description,2
fiberboard,Description,2
concrete,Description,2
database version,Description,1
datum building application temperature range,Description,1
building application temperature range,Description,3
building application,Description,3
measurement majority,Description,2
version web,Description,2
thermal conductivity datum previously,Title,1
individual datum set collectively,Title,1
individual datum set,Title,1
collectively,Title,2
1450d 1450c 1450b 1450a,Title,1
1450d,Title,1
1450a,Title,2
subsequent renewal,Title,1
additional material lot datum set,Title,1
material lot datum set,Title,1
material lot,Title,3
lot,Title,9
total datum set analysis,Title,4
total datum set,Title,2
specifically high density,Title,2
high density,Title,8
fibrous glass board,Title,2
mean temperature,Title,2
nominal thickness,Title,1
datum set majority generic model,Title,3
datum set majority,Title,2
generic model,Title,1
temperature density bilinear model,Title,2
temperature density,Title,1
bilinear model,Title,1
bilinear,Title,1
previous srm regression equation,Title,2
previous srm,Title,4
srm,Title,17
regression equation,Title,6
analysis result,Title,2
modeling development,Title,1
standards national bureau previous nist,Title,1
certificate equation,Title,1
fibrous glass board 1450e srm,Title,2
1450e srm,Title,3
insulation material thermal resistance,Title,1
insulation material,Title,1
thermal resistance,Title,1
1450e,Title,2
thermal conductivity bulk density,Title,2
astm c518 astm c177 conjunction,Title,4
1450e srm unit,Title,2
semi rigid board,Title,3
rigid board,Title,2
phenolic binder fibrous glass,Title,1
phenolic binder,Title,1
square panel,Title,1
unit nominal dimension,Title,2
nominal dimension,Title,1
material lot bulk density,Title,2
thermal conductivity value,Title,1
kpa sea level pressure,Title,2
sea level pressure,Title,2
sea level,Title,1
sea,Title,1
barometric k pressure,Title,1
nist purdue,Description,1
intensity fault type,Description,1
fault type,Description,4
fault,Description,6
different system type differently,Description,1
different system type,Description,1
system type,Description,1
differently,Description,1
different system performance fault effect,Description,1
different system performance,Description,2
different system,Description,1
fault effect,Description,1
well understanding,Description,1
heat pump,Description,3
pump,Description,2
different heat pump,Description,2
fault fault free performance,Description,1
humidity outdoor indoor air temperature,Description,1
outdoor indoor air temperature,Description,1
air temperature,Description,2
mode performance,Description,1
model absolute ground truth datum,Title,2
absolute ground truth datum,Title,4
absolute ground truth,Title,1
autonomy learning,Title,1
autonomy,Title,1
manufacturing integrated materials publication,Title,1
open combinatorial diffraction dataset manuscript,Title,3
material science,Title,1
consensus readily,Title,2
readily,Title,1
actual material science,Title,1
actual material,Title,1
interpretation matter,Title,2
expert opinion presence,Title,2
expert opinion,Title,2
machine learning model performance,Title,3
similar background expert,Title,1
similar background,Title,1
phase transformation end start diffraction,Title,1
phase transformation end start,Title,3
phase transformation,Title,2
end start,Title,1
variance consensus expert label relation,Title,1
variance consensus expert label,Title,2
consensus expert label,Title,2
consensus expert,Title,1
logarithmic likelihood method,Title,5
logarithmic likelihood,Title,1
art state phase mapping algorithm,Title,1
art state phase,Title,1
mapping algorithm,Title,1
method efficacy,Title,4
uncertainty consensus model problem,Title,3
uncertainty consensus model,Title,1
uncertainty consensus,Title,2
material data challenge,Title,1
material data,Title,2
challenge,Title,7
interested reader,Title,2
algorithmic performance alternative method model,Title,4
algorithmic performance alternative method,Title,3
algorithmic performance,Title,2
alternative method,Title,1
study code label datum,Title,1
code label datum,Title,1
code label,Title,1
machine consensus human,Title,1
material datum processing pre,Title,1
pre,Title,2
scripting notebook,Title,2
diverse collection,Title,1
materials data science science topic,Title,2
data science science topic,Title,1
novice expert science machine example,Title,2
novice expert,Title,1
novice,Title,1
science machine example,Title,2
science machine,Title,2
visualization analysis processing,Title,1
visualization analysis,Title,1
pre step step datum collection,Title,2
step step datum collection,Title,1
step step,Title,1
expert lot jupyter digital notebook,Title,3
expert lot,Title,1
jupyter digital notebook,Title,3
digital notebook,Title,2
community example notebook indexed repository,Title,1
community example,Title,1
notebook indexed repository,Title,2
indexed repository,Title,1
method collaboration debating knowledge community,Title,4
method collaboration debating knowledge,Title,1
method collaboration debating,Title,2
method collaboration,Title,2
debating,Title,2
machine learning easily,Title,2
materials resource,Title,1
steadily quiescent environment,Title,1
quiescent environment,Title,3
acetone pool fire ethanol methanol,Title,1
acetone pool fire ethanol,Title,1
acetone pool fire,Title,1
acetone,Title,1
pool fire,Title,3
methanol,Title,4
centerline,Title,2
gas specie measurement,Title,2
gas specie,Title,3
dataset document,Title,1
location twice,Title,1
measurement fire centerline different height,Title,2
fire centerline different height,Title,3
fire centerline,Title,2
different height,Title,4
calibration factor,Title,3
gas species volume fraction,Title,1
volume fraction,Title,23
gc ms,Title,2
soot mass fraction,Title,1
soot,Title,1
mass fraction,Title,34
simultaneously gas sampling process,Title,2
gas sampling process,Title,3
gas sampling,Title,1
mass fraction gas species volume,Title,2
gas species volume,Title,2
different fuel variety,Title,2
different fuel,Title,1
mass burning rate,Title,1
burning rate,Title,1
burning,Title,1
time temperature measurement,Title,1
fire parameter,Title,4
methanol pool fire ethanol,Title,1
methanol pool fire,Title,1
temperature measurement volume fraction,Title,3
csv file,Title,11
technical note dataset analysis collection,Title,1
dataset analysis collection,Title,2
analysis collection,Title,1
frequency primary datum allele consist,Title,1
primary datum allele consist,Title,2
primary datum,Title,2
allele consist,Title,1
population sample,Title,3
additional file,Title,5
publication supplement,Title,1
supplement,Title,10
spreadsheet change change log tab,Title,1
spreadsheet change,Title,2
change log tab,Title,4
reference associated publication doi number,Title,2
associated publication doi number,Title,3
associated publication,Title,2
doi number,Title,1
human identification marker population datum,Title,2
human identification marker,Title,1
human identification,Title,1
nist organization,Description,2
strategic interest area,Description,1
strategic interest,Description,1
external collaborator associate staff,Description,1
external collaborator associate,Description,1
external collaborator,Description,1
associate,Description,4
exemplary work,Description,1
associate mml employee peer nomination,Description,1
associate mml employee,Description,1
mml employee,Description,2
employee,Description,1
peer nomination,Description,1
nomination,Description,1
mml team individual work,Description,2
mml team individual,Description,1
mml,Description,1
team individual,Description,1
team,Description,1
outcome accomplishment,Description,1
outcome,Description,2
accomplishment,Description,2
mml accolades program,Description,2
program inception,Description,1
inception,Description,1
dataset past winner website,Description,1
past winner website,Description,3
past winner,Description,3
winner,Description,5
category citation winner,Description,1
citation winner,Description,3
year attached spreadsheet,Description,2
attached spreadsheet,Description,1
mml accolades homepage,Description,5
homepage,Description,1
peer publication,Title,4
et al bailey datum,Title,2
agent ozone,Title,2
ozone,Title,1
potent greenhouse gas,Title,2
infrared frequency comb,Title,4
dispersed spectrometer,Title,9
oxide isotopocule,Title,2
isotopocule,Title,2
precision spectroscopy,Title,2
global climate critical role,Title,3
global climate,Title,2
critical role,Title,1
effective mitigation,Title,1
isotopic analysis sink global source,Title,3
isotopic analysis,Title,5
sink global source,Title,2
sink,Title,2
global source,Title,2
doppler low pressure gas sample,Title,3
doppler,Title,1
low pressure gas sample,Title,2
low pressure gas,Title,1
low pressure,Title,1
datum treatment instrument lineshape function,Title,2
datum treatment,Title,1
instrument lineshape function,Title,1
lineshape function,Title,2
lineshape,Title,1
rigorous evaluation,Title,1
isotopic variant,Title,1
fractional isotopic abundance retrieval,Title,1
isotopic abundance retrieval,Title,1
abundance retrieval,Title,1
spectrometer laboratory characterization,Title,1
laboratory characterization,Title,1
x average precision,Title,3
average precision,Title,1
ghz spectral resolution,Title,1
spectral resolution,Title,2
mid infrared frequency comb,Title,2
cross dispersed spectrometer oxide isotopocule,Title,1
cross dispersed spectrometer,Title,2
lunar dynamo field decline,Title,6
lunar dynamo field,Title,4
lunar dynamo,Title,2
dynamo,Title,2
decline,Title,2
manuscript supplemental datum,Title,2
strauss et al mare basalt,Title,1
mare basalt,Title,1
mare,Title,2
basalt,Title,2
apollo paleomagnetic analysis,Title,2
paleomagnetic analysis,Title,2
renne et al reporting guideline,Title,3
reporting guideline,Title,1
reporting,Title,1
guideline,Title,1
ar ar datum,Title,1
paleomag software microprobe measurement datum,Title,1
paleomag software,Title,1
paleomagnetism datum,Title,1
paleomagnetism,Title,3
dual protease subzero,Title,2
dual protease,Title,1
subzero,Title,1
liquid chromatography system,Title,1
machining instruction igs file,Title,1
machining instruction,Title,1
machining,Title,3
igs file,Title,3
igs,Title,1
3d part,Title,2
stl file,Title,1
stl,Title,1
part list,Title,2
electrical schematic mechanical drawing,Title,2
electrical schematic,Title,2
schematic,Title,2
mechanical drawing,Title,2
multi zone oc temperature controller,Title,2
zone oc temperature controller,Title,2
oc temperature controller,Title,1
oc,Title,4
temperature controller,Title,1
subzero degree c,Title,1
dual enzyme construction,Title,2
dual enzyme,Title,2
nm nominal microscrystallite,Title,1
nominal microscrystallite,Title,2
microscrystallite,Title,1
component microstructural characteristic,Title,5
microstructural characteristic,Title,1
synchrotron beamline,Title,1
beamline,Title,1
high resolution datum,Title,1
uniformly angle step datum file,Title,3
uniformly,Title,2
angle step datum file,Title,1
angle step datum,Title,1
angle step,Title,1
11bm software,Title,3
cif file,Title,2
result rietveld structural fit datum,Title,2
result rietveld structural fit,Title,1
rietveld structural fit,Title,3
structural fit,Title,1
run srm660c datum refinement,Title,2
run srm660c datum,Title,1
srm660c datum,Title,1
angular scale,Title,1
cif raw 11bm datum,Title,1
raw 11bm datum,Title,5
11bm datum,Title,2
zip archive cif file,Title,1
zip archive,Title,2
zzz,Title,1
bottle number,Title,2
bottle,Title,39
measurement srm random sampling,Title,2
srm random sampling,Title,2
random sampling,Title,1
nominal crystallite size,Title,2
crystallite size,Title,1
xxxx datum aps run number,Title,2
xxxx,Title,1
datum aps run number,Title,2
aps run number,Title,2
run number,Title,1
elastic shape distance,Title,7
elastic shape,Title,2
positive integer,Title,2
d dimensional space,Title,1
simple curve elastic registration,Title,5
simple curve,Title,4
matlab mex file fortran,Title,1
matlab mex file,Title,4
fortran,Title,4
dynamic programming routine,Title,1
package implementation,Title,2
input datum file package routine,Title,2
input datum file,Title,2
package routine,Title,4
elastic shape distance dimensional space,Title,2
frequency hopping,Title,2
hopping,Title,1
ue mode,Title,2
ue,Title,20
d2d device device lte communication,Title,1
d2d device device,Title,1
d2d,Title,4
lte communication,Title,2
dataset simulation result,Title,1
different scenario,Title,1
communication performance,Title,2
lte standard frequency scheme,Title,3
lte standard,Title,3
frequency scheme,Title,1
consecutive tb,Title,2
tb,Title,2
probability mass funciton,Title,1
probability mass,Title,1
funciton,Title,1
communication performance metric,Title,2
physical layer,Title,2
tb transport block,Title,2
transport block,Title,2
transmission reception ratio,Title,1
transmission reception,Title,1
reception,Title,2
metric standard mean deviation,Title,3
standard mean deviation,Title,1
different random variable seed,Title,1
random variable seed,Title,1
variable seed,Title,1
simulation multiple time,Title,1
multiple time,Title,3
device device,Title,1
standard smartphone,Description,3
smartphone,Description,1
general lte coverage quality,Description,3
lte coverage quality,Description,1
lte coverage,Description,1
public safety personnel,Description,4
public safety,Description,2
experimental android application nist pscr,Description,1
experimental android application,Description,2
android application,Description,1
nist pscr,Description,3
pscr,Description,1
application developer application,Description,3
developer application,Description,2
sdk source code,Description,1
sdk application,Description,1
public safety personnel responder,Description,2
responder,Description,3
personnel agency available ue,Description,2
personnel agency available,Description,1
personnel agency,Description,1
ue measurement datum accuracy,Description,1
ue measurement datum,Description,2
ue measurement,Description,1
specialized equipment low,Description,1
specialized equipment,Description,1
application coverage quality subjective assessment,Description,2
coverage quality subjective assessment,Description,2
coverage quality,Description,1
subjective assessment,Description,1
aggregate interference statistic,Title,2
interference statistic,Title,1
device deployment,Title,3
federal incumbent protection list,Title,6
incumbent protection list,Title,2
protection list,Title,2
protection,Title,9
ghz publication,Title,1
available publication link,Description,2
available publication,Description,1
edward uhler condon award recipient,Description,2
award recipient,Description,1
award,Description,1
recipient,Description,1
ghz band,Title,6
contiguous united states coast sensor,Title,2
contiguous united states coast,Title,4
esc environmental sensing capability deployment,Title,2
interference protection shipborne radar,Title,1
interference protection,Title,5
shipborne radar,Title,8
shipborne,Title,2
spectrum sharing operation,Title,2
spectrum sharing,Title,2
sharing,Title,2
esc sensor,Title,6
inside radar harmful interference,Title,2
radar harmful interference,Title,2
harmful interference,Title,7
geographic area,Title,2
false alarm,Title,2
outage probability,Title,3
outage,Title,1
detection coverage,Title,3
document datum,Title,2
d2d lte network,Title,1
lte network,Title,3
dynamic dsa spectrum access system,Description,2
space utilization,Description,3
analytical modeling,Description,1
simulation experiment,Description,3
synthetic datum,Description,1
wsu white space utilization analytical,Description,1
wsu white space utilization,Description,3
white space utilization,Description,1
analytical,Description,5
metro philadelphia area datum,Description,2
metro philadelphia area,Description,6
metro,Description,2
philadelphia area,Description,2
approximately exponentially,Description,2
exponentially,Description,1
q q plot datum,Description,1
q q plot,Description,1
philadelphia lte uplink datum,Description,1
uplink datum,Description,1
philadelphia lte datum,Description,1
wsu,Description,1
graph datum file python script,Description,3
graph datum file,Description,1
python script,Description,8
special issue,Description,2
commercial user harmful interference order,Title,1
commercial user harmful interference,Title,2
commercial user,Title,1
federal incumbent shipborne radar,Title,3
incumbent shipborne radar,Title,1
ghz band spectrum sharing,Title,1
point point mode,Title,1
point point,Title,1
itm irregular terrain model sensor,Title,1
candidate location,Title,1
candidate,Title,1
detection coverage probability,Title,2
antenna height,Title,3
ghz spectrum sharing coastal sensor,Title,1
spectrum sharing coastal sensor,Title,1
coastal sensor,Title,2
practical approach,Title,1
public release version,Title,1
public release,Title,5
labbench python module,Title,3
labbench python,Title,1
labbench,Title,11
source code package,Title,1
labbench purpose,Title,2
data management concurrency,Title,1
concurrency,Title,9
large scale benchtop automation,Title,1
benchtop automation,Title,2
automation task,Title,1
python context block device connection,Title,1
python context block,Title,1
context block,Title,1
device connection,Title,2
api convention type checking,Title,1
api convention,Title,3
convention,Title,1
type checking,Title,2
checking,Title,1
concise exception handling,Title,2
concise exception,Title,1
robust wrapper system,Title,2
robust,Title,2
wrapper system,Title,2
wrapper,Title,3
relational database type safe logging,Title,1
relational database,Title,1
type safe logging,Title,1
logging,Title,1
jupyter notebook status display support,Title,1
jupyter notebook,Title,1
status display support,Title,1
status display,Title,2
convenient new functionality,Title,1
new functionality,Title,2
functionality,Title,2
lab automation error difficult prone,Title,4
lab automation,Title,2
error difficult prone,Title,1
paste copy code,Title,3
paste copy,Title,1
datum consistent,Title,2
consistent,Title,1
python code,Title,2
result maintainable reusable concise clear,Title,1
maintainable reusable concise clear,Title,2
complicated heterogeneous large dataset,Title,1
heterogeneous large dataset,Title,1
nist open data obligation,Title,4
open data obligation,Title,1
data obligation,Title,1
result researcher,Title,1
past,Title,9
labbench automation datum,Title,2
labbench automation,Title,1
feedback public use transparency,Title,2
feedback public use,Title,3
public use,Title,2
transparency,Title,1
source code ongoing,Title,1
ongoing,Title,1
nist github page,Title,5
github page,Title,1
github,Title,1
markdown python sphinx package,Title,5
markdown,Title,1
python sphinx package,Title,1
sphinx package,Title,2
sphinx,Title,1
installation labbench python computer,Title,2
installation labbench,Title,1
python computer,Title,4
hardware requirement,Title,4
great python version favorite distribution,Title,4
great python version,Title,2
python version,Title,1
favorite distribution,Title,1
command prompt pip install,Title,1
command prompt,Title,2
prompt,Title,1
pip install,Title,3
install,Title,2
optional ni visa,Title,2
ni visa,Title,2
runtime,Title,3
module doc labbench complete listing,Title,1
doc labbench complete listing,Title,1
doc labbench,Title,2
doc,Title,1
redistribution license information,Title,2
redistribution license,Title,1
redistribution,Title,1
license,Title,4
source distribution documentation detailed information,Title,1
source distribution,Title,2
documentation detailed information,Title,2
detailed information,Title,1
labbench release source code,Title,1
labbench release,Title,1
lte user equipment emissions,Title,5
factor screening data,Title,2
datum analysis result,Title,12
analysis plot,Title,9
datum collection detail technical note,Title,4
datum collection detail,Title,4
content outline zip file,Title,3
content outline,Title,6
outline,Title,3
datum description document,Title,3
sas cbsd protocol,Title,2
overloading timing constraint,Title,1
overloading,Title,1
timing constraint,Title,2
timing,Title,4
service rate large,Title,1
service rate,Title,7
sas cbsds number,Title,2
sas,Title,5
cbsds number,Title,1
different heartbeat interval incumbent channel,Title,1
incumbent channel,Title,4
incumbent,Title,11
cbsd time,Title,5
cbsd,Title,7
study result file,Title,2
number heartbeat interval,Title,2
heartbeat interval,Title,6
heartbeat,Title,3
cbsd duration,Title,3
number channel,Title,1
sas service rate,Title,4
sec,Title,8
grant number,Title,2
grant,Title,4
cbsd number,Title,7
heartbeat timeout number,Title,2
heartbeat timeout,Title,2
timeout,Title,2
timing constraints study,Title,2
gaa gaa coexistence performance study,Title,2
gaa gaa coexistence,Title,3
performance study,Title,1
band commercial operation standard,Title,1
commercial operation standard,Title,4
commercial operation,Title,1
gaa gaa coexistence approach,Title,3
dataset study result,Title,2
study configuration,Title,1
geographical location,Title,3
deployment scenario,Title,2
cbsds cbrs device category,Title,1
cbsds cbrs device,Title,4
cbrs device,Title,2
square kilometer,Title,1
kilometer,Title,1
deployment density,Title,1
mix,Title,2
hybrid itm model propagation model,Title,1
hybrid itm model,Title,2
propagation model,Title,4
propagation,Title,2
nature materials online,Title,1
online,Title,1
relevant datum,Title,1
property degradation lattice relaxation,Title,3
property degradation,Title,1
lattice relaxation,Title,2
lattice,Title,3
relaxation,Title,1
maximum film thickness substrate choice,Title,2
maximum film thickness,Title,1
substrate choice,Title,2
oxide material,Title,1
epitaxial strain enhanced property,Title,1
epitaxial strain,Title,2
enhanced property,Title,3
good millimeter wave tunable dielectric,Title,1
millimeter wave tunable dielectric,Title,1
millimeter wave,Title,4
tunable dielectric,Title,2
barium strategic introduction,Title,2
barium,Title,5
strategic introduction,Title,1
ferroelectric instability,Title,1
random doping,Title,1
doping,Title,1
chemical pressure,Title,4
epitaxial strain chemical alternative,Title,5
chemical alternative,Title,1
alternative,Title,1
frequency unprecedented low loss result,Title,1
unprecedented low loss result,Title,2
unprecedented low loss,Title,1
low loss,Title,6
nature,Title,2
tunable dielectric property,Title,1
dielectric property,Title,1
commercially relevant millimeter wave frequency,Title,1
millimeter wave frequency,Title,1
merit figure,Title,2
low epitaxial strain,Title,2
atomically superlattice material low loss,Title,1
atomically superlattice material,Title,2
atomically,Title,1
superlattice material,Title,2
superlattice,Title,1
barium ruddlesden popper titanate,Title,4
ruddlesden popper titanate,Title,1
titanate,Title,1
telecommunication high frequency device,Title,1
telecommunication,Title,1
high frequency device,Title,1
key constituent,Title,1
constituent,Title,19
reconfigurable electronic high performance adaptive,Title,1
reconfigurable electronic,Title,1
high performance adaptive,Title,2
adaptive,Title,1
lte systems white space,Description,1
white space,Description,3
optimal dynamic spectrum access scheme,Description,1
result ieee proceeding,Description,1
ieee proceeding,Description,4
different configuration paper,Description,2
different configuration,Description,3
experiment configuration correspond,Description,1
experiment configuration,Description,1
correspond,Description,4
lab lte datum experiment output,Description,2
lab lte datum experiment,Description,1
lab lte datum,Description,2
lte datum,Description,2
paper graph s data file,Description,3
paper graph,Description,6
s data file,Description,4
experiment different configuration,Description,1
different configuration metro philadelphia area,Description,1
datum correspond,Description,1
paper graph datum file,Description,4
federal incumbent,Title,5
mhz,Title,1
ghz citizen cbrs radio service,Title,3
ghz citizen,Title,2
citizen,Title,1
cbrs radio service,Title,2
radio service,Title,2
commercial system permit,Title,1
commercial system,Title,1
permit,Title,1
shipborne radar nearby incumbent active,Title,2
shipborne radar nearby incumbent,Title,2
nearby incumbent,Title,1
active,Title,1
commercial transmission,Title,4
standardized algorithm,Title,2
spectrum spectrum access system,Title,3
spectrum access system,Title,4
spectrum access,Title,2
service area transmission number term,Title,1
service area transmission number,Title,3
service area transmission,Title,1
service area,Title,2
interference management sas propagation model,Title,2
interference management sas,Title,2
interference management,Title,1
federal commercial service incumbent activity,Title,1
commercial service incumbent activity,Title,1
commercial service,Title,1
incumbent activity,Title,2
commercial base station antenna height,Title,1
commercial base station,Title,1
base station,Title,1
immunity commercial coverage tradeoff,Title,4
immunity commercial coverage,Title,1
immunity,Title,1
commercial coverage,Title,2
tradeoff,Title,1
coverage contour,Title,2
contour,Title,1
gps lte impact data,Title,2
gps lte impact,Title,3
lte impact,Title,4
data processing test type detail,Title,1
data processing test type,Title,1
test report,Title,4
gps,Title,1
prose network ue relay discovery,Title,1
network ue relay discovery,Title,1
network ue,Title,8
network ue prose relay discovery,Title,1
software tool radar signal,Title,2
radar signal,Title,5
